Timestamp, FrameID, RTT(us)
1766398810.318932, 325038, 398469
1766398810.346808, 325432, 393608
1766398810.349659, 325364, 412387
1766398810.362260, 325697, 393863
1766398810.364845, 325917, 379360
1766398810.405053, 326561, 385538
1766398810.412292, 326328, 409822
1766398810.426859, 326857, 391291
1766398810.446133, 327177, 375851
1766398810.446210, 326923, 393581
1766398810.451538, 327520, 364802
1766398810.481436, 328176, 360644
1766398810.493552, 327770, 390711
1766398810.534290, 328435, 397541
1766398810.537311, 328648, 384411
1766398810.557048, 328742, 387539
1766398810.573500, 329222, 369635
1766398810.573538, 328969, 391447
1766398810.618325, 329801, 382486
1766398810.631301, 330003, 378751
1766398810.636003, 329697, 417028
1766398810.660635, 330243, 390288
1766398810.670844, 330638, 384033
1766398810.695610, 331196, 376988
1766398810.706922, 330844, 404898
1766398810.719462, 331369, 383124
1766398810.729383, 331616, 377687
1766398810.753330, 332006, 384502
1766398810.753824, 332204, 367866
1766398810.770660, 332423, 368171
1766398810.787480, 332551, 368374
1766398810.816137, 332891, 379596
1766398810.826410, 333179, 372603
1766398810.845833, 333375, 375288
1766398810.865483, 333724, 379828
1766398810.869806, 333976, 366761
1766398810.899139, 334397, 362662
1766398810.904549, 334327, 385568
1766398810.930120, 334689, 376311
1766398810.942558, 334851, 372452
1766398810.958707, 335175, 373679
1766398810.971227, 335554, 367860
1766398810.984065, 335709, 365276
1766398811.003843, 335927, 367593
1766398811.036965, 336309, 384027
1766398811.049271, 336734, 363134
1766398811.052253, 336421, 383837
1766398811.067899, 337086, 365401
1766398811.089252, 337195, 369711
1766398811.126008, 337671, 373741
1766398811.135562, 337471, 399566
1766398811.135598, 337982, 365966
1766398811.160122, 338242, 372846
1766398811.187707, 338842, 368876
1766398811.197940, 338581, 396442
1766398811.205365, 339198, 369631
1766398811.233394, 339455, 380993
1766398811.254691, 339707, 386604
1766398811.275346, 339941, 388684
1766398811.290174, 340139, 388737
1766398811.291707, 340354, 372515
1766398811.306770, 340716, 369246
1766398811.335570, 341245, 366515
1766398811.340944, 340742, 388003
1766398811.380735, 341292, 393745
1766398811.395517, 341666, 392113
1766398811.395564, 341909, 375668
1766398811.432042, 342051, 395671
1766398811.439924, 342496, 386410
1766398811.449737, 342774, 380384
1766398811.472453, 342822, 383887
1766398811.481691, 343079, 378810
1766398811.503653, 343480, 382877
1766398811.519626, 343683, 382206
1766398811.565952, 343902, 412116
1766398811.577566, 344173, 405676
1766398811.577746, 344488, 391103
1766398811.603264, 344764, 393044
1766398811.620133, 344876, 399850
1766398811.630132, 345299, 388191
1766398811.639959, 345596, 386582
1766398811.654396, 345651, 383742
1766398811.665376, 345873, 377414
1766398811.694545, 346174, 389093
1766398811.714966, 346569, 393395
1766398811.734261, 346796, 394718
1766398811.748391, 346941, 394479
1766398811.753391, 347336, 382764
1766398811.797682, 347559, 410079
1766398811.802609, 347682, 398391
1766398811.836451, 348019, 416453
1766398811.856227, 348201, 419022
1766398811.893300, 348430, 439647
1766398811.893338, 348794, 423105
1766398811.921528, 349242, 417883
1766398811.927652, 348966, 441708
1766398811.950343, 349883, 414264
1766398811.961136, 349468, 440041
1766398811.988836, 350046, 433826
1766398812.005231, 350460, 434405
1766398812.062556, 350641, 476945
1766398812.340661, 351011, 719052
1766398812.351063, 351338, 713213
1766398812.402619, 351874, 732636
1766398812.414747, 352771, 679125
1766398812.419785, 352215, 733080
1766398812.424953, 353941, 622728
1766398812.425015, 353156, 671079
1766398812.429340, 354304, 593348
1766398812.429374, 353338, 660061
1766398812.431862, 353591, 645969
1766398812.431893, 352432, 728946
1766398812.432920, 354169, 614210
1766398812.440172, 352574, 720334
1766398812.447956, 354625, 595789
1766398812.447982, 354998, 577364
1766398812.645308, 355899, 709896
1766398812.652355, 355800, 732738
1766398812.664543, 355560, 761822
1766398812.720785, 357153, 699557
1766398812.723419, 356919, 719405
1766398812.725905, 358015, 655560
1766398812.735808, 358659, 614383
1766398812.735854, 358350, 647319
1766398812.735868, 360165, 530963
1766398812.736293, 357874, 682730
1766398812.738607, 358564, 635448
1766398812.741094, 359435, 570088
1766398812.743869, 357586, 705914
1766398812.748932, 359182, 592545
1766398812.760210, 359796, 573136
1766398812.760264, 359154, 622508
1766398812.765223, 360380, 541490
1766398813.054094, 361941, 732176
1766398813.145911, 362780, 758719
1766398813.251333, 364761, 745594
1766398813.320676, 365627, 749419
1766398813.328385, 365946, 741619
1766398813.416170, 366955, 762510
1766398813.434631, 367839, 730171
1766398813.437339, 367497, 749104
1766398813.557060, 369029, 768355
1766398813.568125, 370149, 713086
1766398813.715643, 372704, 693844
1766398813.715695, 371719, 743891
1766398813.721731, 372098, 731695
1766398813.729351, 372939, 692334
1766398813.739594, 372431, 735182
1766398813.835661, 374501, 696740
1766398813.838264, 373829, 733634
1766398813.840908, 374020, 719046
1766398814.041362, 376672, 749365
1766398814.152343, 378597, 746974
1766398814.362294, 381723, 740671
1766398814.392271, 382721, 702932
1766398814.394883, 383073, 690033
1766398814.404430, 382687, 733777
1766398814.404467, 382351, 750268
1766398814.505674, 384190, 734021
1766398814.526754, 384306, 737473
1766398814.568246, 385609, 696820
1766398814.592724, 385170, 754806
1766398814.598503, 385441, 743866
1766398814.717847, 387205, 746543
1766398814.720462, 387418, 727077
1766398814.810012, 388610, 737877
1766398814.822888, 389282, 716148
1766398814.825421, 388923, 737759
1766398814.959722, 391068, 739135
1766398814.960185, 391265, 721705
1766398815.075232, 392950, 735798
1766398815.086878, 392455, 765328
1766398815.133256, 393761, 723147
1766398815.133695, 393536, 746082
1766398815.234162, 394866, 762731
1766398815.241374, 394559, 785991
1766398815.246366, 395654, 723957
1766398815.246852, 395857, 708968
1766398815.246875, 395417, 740344
1766398815.314331, 396444, 742906
1766398815.371770, 397118, 748974
1766398815.436141, 398138, 748004
1766398815.473030, 398757, 751462
1766398815.499515, 399143, 743502
1766398815.529557, 399401, 759323
1766398815.532388, 399736, 745368
1766398815.580125, 400511, 741160
1766398815.630124, 401533, 725269
1766398815.642804, 401738, 722633
1766398815.664940, 402087, 726566
1766398815.751743, 402569, 781626
1766398815.759021, 403235, 733098
1766398815.849817, 404612, 742591
1766398815.922235, 405995, 733433
1766398815.925961, 405739, 753686
1766398816.035227, 407565, 729332
1766398816.126620, 409026, 738251
1766398816.126659, 409561, 704809
1766398816.136431, 409267, 731888
1766398816.154248, 409612, 713453
1766398816.226497, 410739, 720221
1766398816.235698, 410518, 748281
1766398816.251774, 411045, 729922
1766398816.251814, 411321, 713738
1766398816.312168, 411862, 740322
1766398816.328589, 412725, 687493
1766398816.335034, 412239, 728701
1766398816.335099, 413129, 679838
1766398816.365069, 412506, 742858
1766398816.453658, 413876, 748306
1766398816.533479, 414770, 763308
1766398816.544068, 415144, 755943
1766398816.567012, 416151, 717872
1766398816.567054, 415551, 747444
1766398816.577367, 415943, 737076
1766398816.640855, 417532, 700438
1766398816.640891, 416858, 737432
1766398816.640904, 417150, 720488
1766398816.829452, 419423, 758298
1766398816.877977, 420984, 706359
1766398816.878027, 420805, 724696
1766398816.878867, 421238, 690503
1766398816.881377, 420503, 743377
1766398816.903398, 422513, 631358
1766398816.905953, 422725, 617259
1766398816.905978, 423007, 601093
1766398816.908574, 421676, 687349
1766398816.908596, 421907, 670901
1766398816.908600, 422327, 654785
1766398816.947142, 423942, 576743
1766398816.955047, 423718, 600752
1766398817.025511, 425286, 570843
1766398817.031557, 425671, 559624
1766398817.086273, 426863, 528435
1766398817.093153, 426435, 571506
1766398817.094142, 427129, 523238
1766398817.098192, 426736, 565878
1766398817.176757, 427785, 554691
1766398817.179239, 428355, 525535
1766398817.179259, 428286, 540422
1766398817.179502, 428750, 510222
1766398817.187209, 429241, 482510
1766398817.189211, 428918, 503596
1766398817.193209, 429492, 470713
1766398817.197310, 432356, 294525
1766398817.201191, 431051, 382142
1766398817.203018, 429730, 465774
1766398817.204979, 431509, 352258
1766398817.205008, 431234, 369698
1766398817.205012, 430028, 453161
1766398817.205455, 433281, 236932
1766398817.207355, 433584, 220414
1766398817.210721, 430187, 441822
1766398817.212473, 431857, 344165
1766398817.214869, 432009, 329272
1766398817.215813, 432443, 295886
1766398817.216488, 430609, 413853
1766398817.223611, 430355, 436267
1766398817.223646, 435620, 104367
1766398817.226127, 432873, 291166
1766398817.229025, 433073, 276502
1766398817.230627, 433750, 228009
1766398817.233322, 434936, 161820
1766398817.233893, 435181, 147109
1766398817.234665, 434503, 181227
1766398817.239320, 435350, 137819
1766398817.241603, 436116, 87018
1766398817.244672, 434292, 208601
1766398817.247193, 434057, 228633
1766398817.249553, 436676, 61189
1766398817.249560, 435958, 114052
1766398817.266012, 436455, 96708
1766398817.269731, 437153, 47368
1766398817.273867, 436746, 69523
1766398817.279513, 437369, 42097
1766398817.308619, 437677, 55231
1766398817.331132, 438244, 43955
1766398817.340842, 437869, 67461
1766398817.356631, 438464, 52282
1766398817.373679, 438959, 42751
1766398817.375330, 438655, 55955
1766398817.408920, 439107, 56173
1766398817.423418, 439316, 54735
1766398817.424828, 439713, 39870
1766398817.452631, 440012, 50867
1766398817.464357, 440313, 46086
1766398817.491963, 440540, 57387
1766398817.498503, 440757, 47566
1766398817.517798, 441181, 33738
1766398817.527585, 441002, 59819
1766398817.548215, 441446, 47448
1766398817.587755, 441601, 70670
1766398817.614151, 442086, 80498
1766398817.614753, 442440, 47282
1766398817.616982, 442330, 64802
1766398817.630557, 442846, 46688
1766398817.666033, 443079, 64015
1766398817.674180, 443358, 55891
1766398817.676291, 443522, 42370
1766398817.710770, 443837, 60009
1766398817.716885, 444019, 49218
1766398817.740769, 444545, 39948
1766398817.746743, 444265, 63025
1766398817.764265, 444797, 47056
1766398817.796862, 444938, 62280
1766398817.812329, 445482, 43764
1766398817.817545, 445434, 66983
1766398817.848892, 445816, 63964
1766398817.859366, 446175, 58357
1766398817.866690, 446443, 48557
1766398817.906777, 446711, 72061
1766398817.926117, 447243, 41740
1766398817.927637, 446862, 78039
1766398817.942445, 447022, 75160
1766398817.949651, 447535, 48345
1766398817.961819, 447994, 43393
1766398818.012912, 448267, 61401
1766398818.012957, 448004, 79514
1766398818.033634, 448687, 65998
1766398818.044601, 448943, 59569
1766398818.056514, 449128, 55506
1766398818.060628, 449301, 42993
1766398818.094559, 449870, 42324
1766398818.101536, 449712, 67478
1766398818.104281, 450287, 36391
1766398818.131644, 450552, 46461
1766398818.155459, 450998, 38000
1766398818.164700, 450604, 63291
1766398818.166757, 451286, 32363
1766398818.183344, 451502, 32088
1766398818.216133, 451699, 48238
1766398818.230451, 451913, 46766
1766398818.260838, 452120, 60690
1766398818.266294, 452597, 48712
1766398818.293693, 452807, 59674
1766398818.301337, 452898, 50170
1766398818.342705, 453359, 75018
